2097152;0.1769;0.132466;0.37349
4194304;0.357249;0.13556;0.341633
6291456;0.536101;0.136959;0.332043
8388608;0.721637;0.136384;0.324205
10485760;0.911783;0.135356;0.317985
12582912;1.09608;0.135402;0.315567
14680064;1.25733;0.137916;0.319616
16777216;1.43118;0.138627;0.319874
18874368;1.60784;0.138942;0.319547
20971520;1.79361;0.138487;0.317705
23068672;1.96685;0.138998;0.318133
25165824;2.14275;0.139253;0.318132
27262976;2.3197;0.139405;0.317989
29360128;2.51653;0.138434;0.315357
31457280;2.67623;0.139513;0.317473
33554432;2.86011;0.139283;0.316603
35651584;3.16251;0.133869;0.308341
37748736;3.36666;0.133175;0.306274
39845888;3.57732;0.13232;0.303877
41943040;3.76947;0.132206;0.303236
44040192;3.95103;0.132457;0.30346
46137344;4.1059;0.133549;0.305649
48234496;4.29164;0.133593;0.305463
50331648;4.4886;0.1333;0.304538
52428800;4.68308;0.133101;0.303851
54525952;4.83457;0.134101;0.305886
56623104;5.15927;0.130506;0.297484
58720256;5.24476;0.133144;0.303302
60817408;5.63462;0.128368;0.292255
62914560;5.56719;0.134413;0.305844
65011712;6.23597;0.124006;0.282028
67108864;5.99371;0.133188;0.302749
69206016;6.98263;0.117905;0.26987
71303168;6.43006;0.131925;0.301745
73400320;6.96509;0.125379;0.286597
75497472;6.75615;0.132956;0.303756
77594624;7.1532;0.129071;0.294707
79691776;7.09362;0.133679;0.305075
81788928;7.3727;0.132009;0.301109
83886080;7.51195;0.132889;0.302976
85983232;7.71431;0.132643;0.302301
88080384;7.79473;0.134481;0.306342
90177536;8.05804;0.133189;0.303293
92274688;8.16411;0.13452;0.30619
94371840;8.42667;0.133295;0.303312
96468992;8.50448;0.135015;0.307102
98566144;8.99814;0.130385;0.29649
100663296;9.0064;0.133041;0.302416
102760448;9.58937;0.127559;0.291311
104857600;9.43264;0.132329;0.30208
106954752;9.67367;0.131616;0.300325
109051904;9.7946;0.132542;0.302333
111149056;9.94098;0.133105;0.303515
113246208;10.141;0.132944;0.303044
115343360;10.3292;0.132942;0.302939
117440512;10.683;0.130879;0.298142
119537664;10.6785;0.133275;0.303511
121634816;11.0311;0.131281;0.298884
123731968;10.9967;0.133964;0.304906
125829120;11.1511;0.134351;0.305703
127926272;12.5298;0.121563;0.276464
130023424;12.0478;0.128501;0.292175
132120576;19.1831;0.0820073;0.186465
134217728;12.065;0.132462;0.301014
