2097152;0.176912;0.132457;0.951066;0.822719
4194304;0.356613;0.135802;0.950925;0.828246
6291456;0.535976;0.136992;0.951478;0.810403
8388608;0.719544;0.13678;0.951734;0.781299
10485760;0.912287;0.135281;0.951914;0.760968
12582912;1.09484;0.135554;0.95205;0.74465
14680064;1.2577;0.137875;0.952146;0.731641
16777216;1.4316;0.138588;0.952207;0.729534
18874368;1.60871;0.138867;0.95225;0.729777
20971520;1.7908;0.138704;0.952286;0.730163
23068672;1.96312;0.139262;0.952313;0.730265
25165824;2.13904;0.139494;0.952333;0.730182
27262976;2.3182;0.139495;0.952356;0.730568
29360128;2.5084;0.138883;0.952364;0.730859
31457280;2.67573;0.139539;0.95237;0.730847
33554432;2.88734;0.13797;0.952192;0.731023
35651584;3.158;0.13406;0.940682;0.735955
37748736;3.36174;0.13337;0.943555;0.723156
39845888;3.5735;0.132461;0.945449;0.706699
41943040;3.76629;0.132318;0.947955;0.687419
44040192;3.94732;0.132582;0.948995;0.686386
46137344;4.10266;0.133654;0.949192;0.686909
48234496;4.29992;0.133336;0.95;0.688582
50331648;4.48063;0.133537;0.949342;0.689154
52428800;4.69323;0.132813;0.949458;0.69386
54525952;4.83343;0.134132;0.949862;0.692782
56623104;5.14484;0.130872;0.950098;0.697818
58720256;5.25708;0.132832;0.950705;0.693874
60817408;5.62257;0.128643;0.950777;0.701064
62914560;5.56175;0.134544;0.95097;0.693878
65011712;6.25747;0.12358;0.951065;0.705442
67108864;5.99251;0.133215;0.950556;0.693405
69206016;6.97552;0.118025;0.94047;0.720574
71303168;6.41868;0.132159;0.94349;0.70637
73400320;6.95369;0.125585;0.94523;0.707603
75497472;6.76329;0.132816;0.947891;0.693392
77594624;7.1345;0.129409;0.948874;0.696748
79691776;7.09222;0.133705;0.949102;0.693889
81788928;7.37599;0.13195;0.94998;0.695716
83886080;7.51367;0.132859;0.94909;0.694118
85983232;7.71441;0.132641;0.949218;0.698796
88080384;7.80044;0.134383;0.949682;0.697318
90177536;8.03943;0.133497;0.949918;0.699099
92274688;8.15355;0.134694;0.950562;0.698219
94371840;8.41742;0.133441;0.950687;0.699744
96468992;8.51196;0.134896;0.950854;0.697207
98566144;8.99647;0.130409;0.950931;0.701882
100663296;8.9707;0.13357;0.950626;0.695788
102760448;9.59044;0.127545;0.940498;0.716512
104857600;9.43922;0.132237;0.943297;0.708846
106954752;9.66518;0.131731;0.945179;0.705331
109051904;9.77412;0.13282;0.947822;0.698149
111149056;9.93735;0.133154;0.948972;0.697269
113246208;10.136;0.13301;0.949092;0.697546
115343360;10.3311;0.132918;0.950003;0.697703
117440512;10.6862;0.130839;0.949046;0.697695
119537664;10.6893;0.133141;0.949175;0.700038
121634816;11.0253;0.131351;0.949486;0.701818
123731968;10.9831;0.13413;0.949873;0.699401
125829120;11.1472;0.134398;0.95046;0.699422
127926272;12.5119;0.121736;0.940018;0.720054
130023424;12.0369;0.128617;0.950754;0.704441
132120576;19.1556;0.082125;0.895601;0.810992
134217728;12.0507;0.132619;0.950414;0.696951
