2263176;0.350474;0.0724465;0.95813
4393224;0.441618;0.114989;0.971646
6523272;0.662469;0.114982;0.968206
8653320;0.882803;0.115045;0.966748
10783368;1.09896;0.115522;0.969228
12913416;1.30609;0.116641;0.978046
15043464;1.51515;0.117305;0.983328
17173512;1.72562;0.117711;0.986066
19303560;1.93213;0.118271;0.991557
21433608;2.13819;0.118748;0.994526
23563656;2.35381;0.118658;0.992978
25693704;2.56411;0.118828;0.994647
27823752;2.77305;0.119031;0.995873
29953800;2.97744;0.119388;0.998657
32083848;3.21198;0.118575;0.991478
34213896;3.68742;0.110172;0.921674
36343944;3.78083;0.114165;0.954973
38473992;3.98784;0.114606;0.957931
40604040;4.20891;0.114619;0.95807
42734088;4.45023;0.114109;0.954094
44864136;4.66816;0.114221;0.955077
46994184;4.88353;0.114383;0.956302
49124232;5.10984;0.114286;0.95497
51254280;5.84559;0.104245;0.871284
53384328;5.5479;0.114416;0.956505
55514376;5.77302;0.114352;0.955601
57644424;6.03004;0.113689;0.950047
59774472;6.24635;0.113816;0.950861
61904520;6.44859;0.114184;0.954129
64034568;6.67669;0.114086;0.953267
66164616;6.94089;0.113402;0.94748
68294664;7.93222;0.10243;0.856174
